"Date","Price","Open","High","Low","Vol.","Change %"
"01-08-2004","5,196.99","5,193.25","5,262.89","5,145.22","122.66M","0.52%"
"25-07-2004","5,170.32","5,046.99","5,200.85","5,034.23","141.29M","1.91%"
"18-07-2004","5,073.34","4,957.08","5,086.03","4,936.60","129.19M","2.47%"
"11-07-2004","4,951.17","4,949.42","4,978.49","4,835.34","104.65M","0.12%"
"04-07-2004","4,945.48","4,861.15","5,004.17","4,723.04","152.01M","1.54%"
"27-06-2004","4,870.58","4,784.58","4,895.48","4,772.87","157.90M","2.40%"
"20-06-2004","4,756.39","4,770.65","4,790.93","4,613.94","154.39M","-0.29%"
"13-06-2004","4,769.99","4,810.42","4,863.63","4,696.51","132.11M","-1.30%"
"06-06-2004","4,832.71","4,927.50","5,000.59","4,823.10","136.47M","-1.15%"
"30-05-2004","4,889.00","4,760.28","5,012.52","4,665.21","154.57M","1.11%"
"23-05-2004","4,835.39","4,993.45","5,163.61","4,821.59","138.35M","-2.54%"
"16-05-2004","4,961.57","5,020.89","5,073.70","4,227.50","173.09M","-2.14%"
"09-05-2004","5,069.87","5,628.61","5,628.61","5,043.99","175.21M","-10.58%"
"02-05-2004","5,669.58","5,645.86","5,772.64","5,506.00","126.24M","0.26%"
"25-04-2004","5,655.09","5,868.33","5,868.33","5,626.41","111.77M","-4.56%"
"18-04-2004","5,925.58","5,878.17","5,979.25","5,765.38","113.08M","1.07%"
"11-04-2004","5,862.82","5,856.44","5,927.04","5,743.58","90.08M","0.42%"
"04-04-2004","5,838.45","5,809.74","5,905.35","5,774.88","103.56M","0.87%"
"28-03-2004","5,788.08","5,538.52","5,799.16","5,493.12","137.57M","4.69%"
"21-03-2004","5,528.94","5,446.88","5,552.34","5,324.78","143.77M","1.57%"
"14-03-2004","5,443.44","5,745.06","5,764.20","5,386.62","181.30M","-4.51%"
"07-03-2004","5,700.40","5,899.26","5,951.03","5,570.81","180.21M","-3.06%"
"29-02-2004","5,880.35","5,649.30","5,892.78","5,649.30","143.76M","3.76%"
"22-02-2004","5,667.51","5,869.61","5,875.23","5,551.64","192.53M","-3.13%"
"15-02-2004","5,850.72","6,025.85","6,082.80","5,770.87","186.23M","-2.68%"
"08-02-2004","6,011.66","5,810.21","6,017.01","5,807.73","180.78M","3.89%"
"01-02-2004","5,786.35","5,715.46","5,820.45","5,550.17","165.88M","1.59%"
"25-01-2004","5,695.67","5,854.35","6,030.55","5,685.64","177.48M","-2.08%"
"18-01-2004","5,816.64","5,967.39","6,130.09","5,567.68","207.81M","-2.18%"
"11-01-2004","5,946.19","6,152.22","6,248.81","5,914.02","161.03M","-2.83%"
"04-01-2004","6,119.59","6,050.48","6,249.60","5,870.55","169.25M","1.54%"
"28-12-2003","6,026.59","5,725.44","6,034.38","5,725.44","121.18M","5.74%"
"21-12-2003","5,699.24","5,547.68","5,705.30","5,543.98","102.55M","2.85%"
"14-12-2003","5,541.35","5,353.70","5,555.68","5,351.03","131.14M","4.24%"
"07-12-2003","5,315.81","5,144.95","5,343.91","5,089.57","123.71M","3.59%"
"30-11-2003","5,131.72","5,086.86","5,263.11","5,082.82","165.60M","1.72%"
"23-11-2003","5,044.82","4,852.12","5,050.56","4,803.80","106.56M","4.26%"
"16-11-2003","4,838.54","4,873.91","4,981.48","4,736.70","141.43M","-0.56%"
"09-11-2003","4,865.83","4,962.22","5,059.98","4,854.16","156.09M","-2.13%"
"02-11-2003","4,971.57","4,946.93","5,135.00","4,946.93","190.16M","1.32%"
"26-10-2003","4,906.87","4,798.33","4,913.18","4,666.19","195.99M","3.14%"
"19-10-2003","4,757.37","4,951.11","4,951.11","4,599.61","171.09M","-3.51%"
"12-10-2003","4,930.53","4,787.75","4,949.23","4,738.72","168.56M","3.39%"
"05-10-2003","4,768.90","4,567.68","4,780.77","4,552.39","143.48M","4.74%"
"28-09-2003","4,552.92","4,392.87","4,556.89","4,385.54","111.09M","3.89%"
"21-09-2003","4,382.57","4,230.91","4,388.83","4,111.54","129.18M","3.92%"
"14-09-2003","4,217.12","4,310.17","4,330.85","4,097.55","146.78M","-2.06%"
"07-09-2003","4,305.91","4,399.61","4,473.57","4,297.71","118.67M","-1.45%"
"31-08-2003","4,369.17","4,248.07","4,371.98","4,248.07","130.55M","2.93%"
"24-08-2003","4,244.73","4,149.82","4,277.64","3,943.66","134.18M","2.90%"
"17-08-2003","4,125.12","3,932.37","4,149.54","3,928.17","119.55M","5.20%"
"10-08-2003","3,921.20","3,842.14","3,959.10","3,842.14","102.61M","0.96%"
"03-08-2003","3,883.76","3,798.81","3,890.78","3,722.08","130.24M","1.79%"
"27-07-2003","3,815.31","3,745.99","3,835.75","3,694.94","124.87M","2.38%"
"20-07-2003","3,726.46","3,655.26","3,737.76","3,534.06","126.81M","2.16%"
"13-07-2003","3,647.58","3,704.63","3,750.00","3,625.73","97.59M","-0.78%"
"06-07-2003","3,676.26","3,631.46","3,714.84","3,604.96","97.82M","1.49%"
"29-06-2003","3,622.34","3,585.57","3,661.99","3,584.73","76.93M","1.10%"
"22-06-2003","3,583.06","3,500.19","3,589.54","3,438.27","77.83M","2.39%"
"15-06-2003","3,499.50","3,358.38","3,503.01","3,325.44","84.95M","4.33%"
"08-06-2003","3,354.14","3,304.65","3,364.02","3,281.21","62.62M","1.54%"
"01-06-2003","3,303.24","3,176.56","3,313.54","3,170.38","62.06M","3.85%"
"25-05-2003","3,180.75","3,051.30","3,200.48","3,050.16","77.28M","4.29%"
"18-05-2003","3,049.84","3,063.14","3,092.38","3,025.20","66.54M","-0.22%"
"11-05-2003","3,056.58","2,955.19","3,059.42","2,934.78","53.67M","3.61%"
"04-05-2003","2,950.00","2,977.47","3,003.00","2,943.84","65.53M","-0.56%"
"27-04-2003","2,966.63","2,909.42","2,968.96","2,904.44","53.23M","1.46%"
"20-04-2003","2,924.03","2,992.90","3,009.01","2,908.29","101.45M","-2.03%"
"13-04-2003","2,984.50","3,010.96","3,037.30","2,948.67","49.72M","-0.45%"
"06-04-2003","2,997.87","3,181.94","3,221.90","2,962.97","78.58M","-5.36%"
"30-03-2003","3,167.70","3,106.93","3,169.20","3,037.54","63.97M","1.68%"
"23-03-2003","3,115.44","3,208.58","3,225.26","3,099.00","58.96M","-2.65%"
"16-03-2003","3,200.15","3,115.14","3,209.46","3,049.05","58.76M","2.96%"
"09-03-2003","3,108.24","3,152.90","3,162.27","3,086.43","59.73M","-1.42%"
"02-03-2003","3,153.06","3,301.67","3,311.57","3,142.89","68.93M","-3.98%"
"23-02-2003","3,283.66","3,318.25","3,341.61","3,251.40","94.51M","-0.71%"
"16-02-2003","3,307.20","3,248.90","3,317.80","3,248.90","64.40M","2.60%"
"09-02-2003","3,223.41","3,281.37","3,281.42","3,218.37","51.24M","-1.72%"
"02-02-2003","3,279.77","3,260.04","3,311.18","3,239.02","69.97M","0.90%"
"26-01-2003","3,250.38","3,283.93","3,286.46","3,199.18","83.88M","-1.14%"
"19-01-2003","3,287.86","3,364.53","3,368.08","3,281.93","73.19M","-2.45%"
"12-01-2003","3,370.39","3,355.07","3,382.53","3,321.49","65.00M","0.34%"
"05-01-2003","3,358.99","3,364.72","3,416.92","3,320.42","69.33M","0.04%"
"29-12-2002","3,357.54","3,389.12","3,407.24","3,351.89","53.65M","-1.19%"
"22-12-2002","3,398.00","3,346.56","3,413.83","3,318.02","59.73M","1.82%"
"15-12-2002","3,337.22","3,360.20","3,371.16","3,301.78","86.57M","-0.17%"
"08-12-2002","3,342.97","3,320.87","3,349.49","3,241.40","81.13M","1.11%"
"01-12-2002","3,306.29","3,247.60","3,309.80","3,186.62","83.18M","2.40%"
"24-11-2002","3,228.82","3,146.93","3,245.98","3,140.31","103.62M","2.78%"
"17-11-2002","3,141.61","3,046.90","3,162.66","3,041.34","99.21M","3.55%"
"10-11-2002","3,033.91","2,954.99","3,037.61","2,935.97","82.90M","2.61%"
"03-11-2002","2,956.84","2,986.54","2,994.80","2,950.71","61.08M","0.21%"
"27-10-2002","2,950.58","2,876.32","2,962.32","2,828.48","109.27M","2.61%"
"20-10-2002","2,875.53","3,012.18","3,018.99","2,855.90","69.85M","-4.46%"
"13-10-2002","3,009.76","2,996.16","3,038.92","2,980.14","57.69M","0.47%"
"06-10-2002","2,995.77","2,939.18","3,005.78","2,927.47","68.43M","2.23%"
"29-09-2002","2,930.51","3,029.56","3,029.56","2,916.38","59.13M","-3.51%"
"22-09-2002","3,037.26","3,030.65","3,039.43","2,973.97","160.20M","0.43%"
"15-09-2002","3,024.35","3,107.89","3,109.91","2,993.78","45.07M","-2.41%"
"08-09-2002","3,098.94","3,121.90","3,136.88","3,081.63","40.48M","-1.34%"
"01-09-2002","3,141.11","3,206.81","3,227.62","3,126.75","62.96M","-1.26%"
"25-08-2002","3,181.23","3,119.00","3,185.08","3,078.13","82.24M","1.99%"
"18-08-2002","3,119.18","3,073.13","3,120.69","3,061.39","53.07M","1.74%"
"11-08-2002","3,065.90","2,972.59","3,070.86","2,972.59","50.24M","3.01%"
"04-08-2002","2,976.34","2,996.89","3,055.22","2,931.78","74.66M","-0.29%"
"28-07-2002","2,985.01","3,039.56","3,080.70","2,932.35","70.75M","-1.30%"
"21-07-2002","3,024.35","3,212.83","3,212.83","3,011.89","90.16M","-6.37%"
"14-07-2002","3,230.27","3,302.64","3,305.85","3,192.67","48.42M","-2.29%"
"07-07-2002","3,305.83","3,336.14","3,366.74","3,287.91","51.26M","-0.74%"
"30-06-2002","3,330.61","3,246.44","3,337.69","3,246.44","52.76M","2.65%"
"23-06-2002","3,244.70","3,238.37","3,252.65","3,176.05","62.01M","0.06%"
"16-06-2002","3,242.75","3,350.03","3,361.73","3,222.23","57.75M","-2.09%"
"09-06-2002","3,312.07","3,231.09","3,377.88","3,231.09","66.48M","2.93%"
"02-06-2002","3,217.76","3,162.27","3,282.35","3,148.57","63.88M","2.94%"
"26-05-2002","3,125.73","3,264.19","3,264.19","3,097.73","77.03M","-3.99%"
"19-05-2002","3,255.62","3,343.66","3,361.77","3,106.56","59.62M","-2.34%"
